고용인원,투자유치횟수,서비스/제품 수,연간 퇴사율,공동 창업자 수,총 투자자 수,특허기술 평균등급,최종투자단계,투자점수,자본금(만원),누적투자유치금액(만원),연매출(만원),매출액_2020(만원),매출액_2021(만원),영업이익_2020(만원),영업이익_2021(만원),순이익_2020(만원),순이익_2021(만원),자산_2020(만원),자산_2021(만원),자본_2020(만원),자본_2021(만원),2022기준 시장규모(만원),최근투자유치(만원),년차,자본잠식률,주소 점수
28,1,1,29,2,5,2.1,series A,19,8430,650000,25000,23000,25000,-170000,-238000,-166000,-188000,491000,408000,484000,295000,180670000000,650000,5,-3399.41,7
14,1,1,49,1,1,2.4,series A,1,77000,25000,119000,69000,119000,-90000,-81000,-63000,-54000,203000,156000,182000,127000,180670000000,25000,7,-64.94,5
14,1,2,121,1,3,3.3,series A,4,18000,250000,342000,134000,342000,-162000,-342000,-105000,-297000,213000,324000,72000,189000,3000000000,50000,8,-950.0,4
4,3,1,142,1,4,2.5,series A,72,2842,230000,5959,1407,5959,-87000,-119000,-85000,-94000,198000,134000,123000,28000,76980000000,200000,7,-885.22,5
70,1,1,46,1,9,0.0,series A,71,57000,2100000,1244000,433000,1244000,-107000,-678000,-109000,-693000,618000,869000,469000,-107000,25480000000,2100000,3,287.72,12
32,2,2,26,2,4,0.0,series A,110,147,520000,138000,29000,138000,-30000,-108000,-14000,-76000,23000,82000,7243,-68000,290000000,500000,4,46358.5,7
14,6,1,40,1,11,0.0,series A,196,171,570000,90000,47000,90000,-66000,-65000,-25000,-49000,144000,151000,123000,94000,69640000000,400000,4,-54870.76,10
39,3,2,52,1,14,2.8,series A,110,4487,720000,115000,19000,115000,-74000,-48000,-37000,-48000,96000,666000,88000,638000,25480000000,600000,5,-14118.85,10
3,3,1,249,1,9,2.0,series A,195,11000,630000,1113000,527000,1113000,-193000,-491000,-200000,-500000,104000,225000,-213000,-324000,17140000000,600000,7,3045.45,8
47,3,1,69,1,7,0.0,series A,282,870,1230000,20000,674,20000,-30000,-150000,-28000,-143000,87000,1093000,81000,1050000,34530000000,1100000,3,-120589.66,7
16,5,1,61,1,6,2.0,series A,8,9312,468000,23000,28000,23000,-129000,-215000,-102000,-196000,509000,358000,465000,288000,25650000000,350000,8,-2992.78,9
35,3,1,75,1,8,0.0,series A,31,6774,950000,45000,7510,45000,-15000,-116000,-13000,-95000,42000,144000,5402,110000,25480000000,750000,5,-1523.86,12
37,4,1,64,1,7,0.0,series A,17,113000,790000,128000,19000,128000,-56000,-143000,-51000,-134000,97000,766000,26000,572000,25650000000,680000,8,-406.19,10
124,2,1,15,1,7,2.4,series A,55,25000,1810000,528000,128000,528000,-51000,12000,-61000,26000,414000,2024000,197000,1794000,76980000000,1600000,5,-7076.0,2
16,3,2,95,1,7,0.0,series A,96,1980,400000,255000,149000,255000,-97000,-105000,-80000,-94000,113000,549000,29000,456000,34530000000,400000,5,-22930.3,12
28,3,0,147,1,11,2.0,series A,177,685,900000,25000,14000,25000,-66000,-148000,-23000,-108000,24000,486000,-1466,417000,4260000000,400000,5,-60775.91,8
29,9,2,61,1,11,2.0,series A,123,32000,385000,1294,100,1294,-20000,-58000,246,7583,90000,329000,22000,201000,76980000000,130000,6,-528.12,9
32,2,0,7,1,6,0.0,series A,92,99000,1200000,140000,15000,140000,-24000,35000,-16000,34000,54000,332000,43000,307000,8500000000,1000000,3,-210.1,5
27,2,3,32,1,3,0.0,series A,3,7174,500000,78000,10000,78000,-76000,-223000,-76000,-224000,103000,342000,-61000,-56000,380060000000,150000,4,880.6,8
39,1,1,37,1,2,2.0,series A,2,299000,1000000,12000,64000,12000,-114000,-223000,-114000,-201000,164000,136000,40000,-140000,1460000000,1000000,5,146.82,10
47,1,3,5,1,3,2.0,series A,3,253000,350000,644000,178000,644000,29000,137000,29000,130000,226000,356000,97000,228000,77820000000,350000,5,9.88,12
18,3,1,44,1,5,2.7,series A,9,46000,2146000,34000,8185,34000,-51000,-295000,-19000,-215000,43000,254000,4412,197000,180670000000,600000,5,-328.26,4
7,2,1,39,2,8,0.0,series A,8,10000,610000,37000,4179,37000,-6515,992,-6512,2341,3702,6470,3487,5829,76980000000,480000,3,41.71,12
18,3,4,71,1,5,0.0,series A,117,736,300000,17000,25000,17000,-45000,-79000,12000,-52000,47000,329000,45000,292000,20770000000,300000,5,-39573.91,6
21,4,10,55,1,9,2.8,series A,47,75000,870000,22000,35000,22000,-58000,-70000,-62000,-75000,200000,857000,-54000,619000,110000000,700000,7,-725.33,5
4,1,3,127,1,3,0.0,series A,3,51000,400000,297000,58000,297000,-43000,-94000,-43000,-100000,249000,913000,65000,342000,1500000000000,400000,6,-570.59,7
99,2,0,47,1,5,0.0,series A,19,32000,1100000,703000,896000,703000,109000,77000,110000,67000,1187000,2311000,414000,1481000,66640000000,1000000,8,-4528.12,7
26,1,1,40,1,1,0.0,series A,1,11000,300000,156000,75000,156000,38000,-55000,34000,-55000,70000,331000,54000,307000,16111000,300000,3,-2690.91,12
21,2,1,47,1,3,2.3,series A,3,36000,640000,66000,92000,66000,-5304,-89000,-80000,-91000,91000,361000,25000,233000,34530000000,300000,9,-547.22,7
12,2,1,71,1,6,0.0,series A,43,1372,275000,48000,30000,48000,-40000,-60000,-10000,-31000,46000,213000,3302,171000,459999999,250000,4,-12363.56,6
28,3,3,35,1,4,0.0,series A,34,38000,400000,577000,221000,577000,-33000,1677,-26000,4190,538000,965000,18000,272000,150000000,200000,6,-615.79,5
9,2,1,40,1,7,3.0,series A,44,66000,400000,18000,33000,18000,-67000,-83000,-45000,-62000,110000,246000,32000,170000,76980000000,400000,4,-157.58,10
6,3,1,15,1,7,0.0,series A,171,1250,650000,12000,4338,12000,-22000,-61000,-12000,-28000,45000,15000,44000,15000,120000000,650000,5,-1100.0,12
40,2,6,11,1,11,2.0,series A,155,14000,1350000,54000,69000,54000,-39000,-109000,-40000,-109000,328000,231000,271000,161000,64250000000,1000000,8,-1050.0,4
163,1,3,33,1,1,2.7,series A,1,307000,1000000,4806000,9847000,4806000,-675000,-461000,-786000,-368000,4472000,5631000,412000,44000,15410000000,1000000,26,85.67,5
39,1,15,49,1,1,2.0,series A,60,352000,100000,254000,98000,254000,6482,-95000,6315,-101000,559000,1157000,241000,477000,77820000000,100000,3,-35.51,5
98,5,1,46,1,18,2.0,series B,153,39000,3160000,882000,508000,643000,-141000,-224000,-200000,-209000,452000,1057000,101000,448000,262900000000,1200000,7,-1048.72,12
34,10,4,6,1,25,3.0,series B,140,29000,1650000,608000,186000,391000,-101000,-298000,-98000,-289000,185000,423000,49000,275000,13469999999,600000,10,-848.28,4
54,5,3,20,1,12,2.6,series B,13,219000,1441000,3367000,448000,2340000,-82000,-146000,-49000,-92000,229000,626000,34000,298000,13469999999,1000000,5,-36.07,2
142,2,1,20,3,6,0.0,series B,49,28000,4800000,801000,64000,301000,-198000,-622000,-198000,-621000,1112000,4631000,964000,4139000,76980000000,3800000,4,-14682.14,6
38,5,7,93,1,18,2.0,series B,79,72000,3550000,320000,343000,512000,-239000,-503000,-276000,-538000,1360000,713000,543000,4403,24280000000,1300000,5,93.88,7
145,5,1,65,2,17,0.0,series B,380,87000,8550000,1848000,24000,1061000,-25000,-808000,-25000,-792000,71000,1866000,69000,985000,380060000000,3400000,3,-1032.18,12
15,3,1,45,1,13,0.0,series B,320,139000,6300000,139000,10000,139000,630,9334,562,8839,13000,103000,10000,19000,16490000000,3800000,3,86.33,12
60,5,1,85,1,13,0.0,series B,234,233,2460000,880000,704000,665000,-313000,-365000,-312000,-333000,534000,213000,445000,112000,380060000000,1500000,6,-47968.67,8
41,2,3,95,1,5,3.9,series B,53,30000,2350000,1033000,740000,935000,204000,169000,194000,133000,1284000,3668000,819000,1802000,2560000000,1500000,6,-5906.67,10
37,2,1,24,2,11,2.0,series B,157,211000,1400000,301000,165000,443000,-160000,-102000,-124000,-102000,492000,1187000,189000,883000,16490000000,1000000,6,-318.48,8
89,10,2,44,1,21,5.0,series B,179,28000,3355000,392000,62000,221000,-92000,-226000,-59000,-198000,456000,1691000,434000,1666000,25480000000,600000,8,-5850.0,12
41,2,1,97,1,3,0.0,series B,81,36000,2180000,1911000,1087000,1088000,-290000,-435000,-375000,-442000,1841000,1440000,1578000,1137000,21000000000,1800000,6,-3058.33,10
84,3,0,14,1,10,2.0,series B,233,45000,1800000,621000,356000,487000,30000,20000,35000,26000,314000,1543000,246000,1503000,76980000000,1200000,8,-3240.0,10
67,4,1,34,1,11,0.0,series B,152,8215,1370000,106000,12000,48000,-92000,-251000,-87000,-214000,276000,676000,229000,624000,25650000000,1210000,5,-7495.86,4
70,4,1,32,1,16,5.0,series B,170,5280,5219000,5914,3259,5914,-26000,-302000,-13000,-274000,16000,985000,10000,934000,25480000000,19000,4,-17589.39,10
99,3,4,56,1,7,0.0,series B,222,38000,1200000,913000,437000,626000,-24000,-280000,-13000,-254000,239000,447000,50000,201000,16490000000,700000,6,-428.95,7
113,4,1,64,1,10,4.0,series B,165,59000,1580000,3780000,769000,1729000,-186000,-369000,-340000,-343000,401000,1255000,157000,913000,380060000000,1100000,7,-1447.46,4
418,4,2,106,2,12,0.0,series B,318,161000,2050000,2626000,786000,1325000,-379000,-1102000,-392000,-458000,440000,1246000,-512000,763000,13340000000,1750000,8,-373.91,7
43,3,1,75,1,8,0.0,series B,195,5957,1550000,794000,448000,739000,-32000,-179000,-19000,-164000,616000,917000,413000,794000,34530000000,1470000,6,-13228.86,12
76,4,1,110,1,15,0.0,series B,91,1833,1700000,711000,662000,982000,-98000,-372000,-98000,-372000,299000,806000,248000,755000,4710000000,200000,9,-41089.31,10
58,3,3,28,1,13,2.2,series B,117,6710,1650000,306000,91000,113000,-94000,-182000,-66000,-191000,691000,743000,544000,429000,1010000000,1650000,8,-6293.44,5
57,5,3,37,1,20,3.2,series B,256,29000,2900000,724000,16000,59000,-36000,-70000,-34000,-53000,151000,669000,100000,595000,4260000000,2200000,5,-1951.72,6
311,2,0,29,1,14,4.0,series B,71,29000,4650000,1300000,354000,777000,-147000,-609000,-148000,-598000,1415000,2255000,1269000,1620000,31060000000,3250000,4,-5486.21,7
42,3,1,27,1,12,2.0,series B,197,7500,1250000,40000,44,40000,-35000,-125000,-35000,-123000,319000,209000,316000,192000,2510000000,950000,4,-2460.0,12
122,4,2,60,1,6,2.0,series B,21,112000,1350000,1861000,824000,1138000,-72000,-588000,-78000,-601000,917000,1614000,680000,79000,3450000000,300000,4,29.46,7
85,8,2,71,2,13,4.4,series B,150,57000,2254000,350000,180000,214000,-213000,-514000,-204000,-489000,573000,1571000,435000,1428000,76980000000,300000,10,-2405.26,12
106,5,1,59,1,10,2.0,series B,124,13000,1220000,1329000,875000,1127000,-93000,-350000,-99000,-379000,970000,745000,780000,531000,869999999,400000,8,-3984.62,12
11,5,1,209,1,10,0.0,series B,52,39000,1560000,553000,764000,553000,-243000,-450000,-338000,-462000,260000,551000,-92000,94000,5940000000,650000,11,-141.03,8
4,2,1,0,1,7,0.0,series B,85,44000,250000,500000,72000,91000,-189000,-174000,-151000,-173000,703000,531000,670000,497000,25480000000,250000,5,-1029.55,12
24,3,0,38,1,10,2.5,series B,39,137000,2500000,3000,0,3000,-227000,-375000,-193000,-352000,874000,1381000,692000,1189000,180670000000,500000,7,-767.88,5
63,5,1,17,1,23,4.4,series B,149,1011000,3610000,233000,101000,114000,-515000,-596000,-510000,-585000,975000,436000,536000,-48000,14760000000,1930000,7,104.75,2
124,3,1,47,1,12,2.6,series B,249,34000,4000000,505000,217000,356000,-145000,-466000,-153000,-897000,1440000,4829000,858000,43000,76980000000,3000000,7,-26.47,7
141,6,2,34,1,9,2.8,series B,23,29000,4670000,461000,177000,461000,-295000,-292000,-235000,-316000,1516000,2536000,1355000,1925000,8180000000,1800000,8,-6537.93,6
244,5,0,80,1,11,2.0,series B,67,69000,3200000,648,5110000,6480000,-170000,-510000,-170000,-680000,2530000,3560000,1690000,1190000,80810000000,1000000,7,-1624.64,12
299,1,1,17,1,3,2.0,series B,3,24000,10000000,13439000,7167000,10138000,55000,309000,18000,270000,4698000,5695000,1500000,1437000,80810000000,10000000,15,-5887.5,12
93,5,1,41,2,14,2.0,series B,362,2827,2940000,216000,83000,204000,-97000,-316000,-97000,-314000,245000,179000,138000,24000,16619999999,2500000,5,-748.96,6
35,2,1,85,1,5,0.0,series B,61,25000,1400000,1054000,1180000,1054000,-147000,-229000,-131000,-216000,149000,1024000,92000,976000,5940000000,1100000,7,-3804.0,10
21,3,1,201,2,8,2.0,series B,46,1705,620000,847000,3031000,2020000,-302000,-418000,-295000,-478000,2131000,1988000,234000,43000,23230000000,400000,10,-2421.99,9
13,4,2,106,1,13,0.0,series B,169,58000,1940000,166000,303000,185000,-222000,-219000,-229000,-227000,198000,412000,-150000,22000,80810000000,1140000,11,62.07,8
40,4,3,45,1,13,3.0,series B,103,20000,2420000,56000,44000,84000,-119000,-218000,-116000,-218000,159000,1311000,134000,1238000,76980000000,800000,5,-6090.0,10
73,2,9,28,1,8,4.2,series B,10,7351,1350000,2395000,2293000,2308000,78000,-137000,24000,-178000,2217000,2338000,255000,-52000,4260000000,700000,26,807.39,3
119,5,1,28,1,9,0.0,series B,217,57000,3900000,1512000,815,278000,-253000,-589000,-231000,-568000,961000,131000,848000,-69000,76980000000,550000,9,221.05,12
54,3,1,88,1,10,2.0,series B,53,26000,2600000,1833000,6185000,3160000,-776000,-1199000,-794000,-1193000,1685000,1786000,929000,392000,69640000000,1200000,9,-1407.69,12
57,4,1,12,1,8,0.0,series B,163,18000,420000,762000,336000,504000,-183000,-111000,-183000,-115000,193000,486000,160000,444000,120000000,300000,6,-2366.67,6
39,2,1,55,1,8,2.5,series B,70,53000,1250000,1090000,289000,691000,-7917,-326000,13000,-311000,80000,277000,18000,156000,25650000000,800000,4,-194.34,12
14,5,1,69,1,16,3.7,series B,83,97000,2470000,35000,22000,35000,-681000,-671000,-675000,-733000,519000,188000,293000,-290000,78380000000,500000,8,398.97,10
30,4,1,61,1,9,0.0,series B,203,45000,750000,159000,138000,159000,-52000,-127000,-53000,-127000,189000,83000,162000,34000,310070000000,500000,6,24.44,12
48,5,1,57,1,21,0.0,series B,129,46000,2505000,447000,158000,360000,-2681,31000,9474,-29000,454000,1603000,391000,1562000,25650000000,1720000,7,-3295.65,10
50,7,3,8,2,11,2.0,series B,69,122000,1350000,39000,15000,39000,-162000,-365000,-160000,-376000,76000,709000,71000,691000,25650000000,250000,7,-466.39,7
34,1,3,88,1,4,0.0,series B,4,7254,1070000,150000,76000,112000,-228000,-495000,-228000,-487000,307000,896000,207000,689000,3177000,1070000,6,-9398.21,7
57,2,2,92,1,5,2.0,series B,72,156000,550000,239000,189000,215000,-40000,-113000,-47000,-113000,136000,117000,29000,15000,40740000000,200000,9,90.38,12
22,5,1,37,1,6,4.9,series B,93,473000,805000,66000,160000,90000,-243000,-385000,-1230000,-1020000,748000,628000,-1890000,-2748000,25650000000,500000,8,680.97,7
69,2,3,76,1,7,0.0,series B,64,1750000,2050000,1813000,2487000,2311000,103000,10000,-13000,-76000,1969000,1902000,1043000,1236000,76980000000,1500000,10,29.37,10
10,5,1,66,1,11,0.0,series B,198,36000,662000,102000,54000,95000,-138000,-148000,-114000,-140000,245000,407000,161000,321000,1950000000,370000,9,-791.67,8
76,4,3,127,1,12,0.0,series B,199,11000,1870000,970000,487000,760000,-15000,5390,6240,2277,756000,1428000,259000,912000,120000000,760000,10,-8190.91,7
72,10,1,32,1,14,0.0,series B,76,5823,1271000,328000,103000,211000,-54000,-105000,-56000,-106000,137000,422000,47000,316000,800000000,600000,6,-5326.76,7
64,2,6,40,1,5,3.0,series B,53,29000,1100000,3577000,505000,2901000,-25000,18000,-22000,14000,390000,652000,83000,98000,21000000000,900000,8,-237.93,12
21,3,1,48,2,17,2.0,series B,124,458,2620000,2876000,309000,1713000,2276,85000,1868,44000,263000,1360000,208000,991000,380000000,1700000,7,-216275.55,1
29,5,2,128,1,18,0.0,series B,259,10000,1970000,3129000,569000,1074000,-40000,-383000,5207,-354000,339000,1121000,76000,771000,21000000000,1400000,4,-7610.0,12
26,6,2,110,1,10,2.0,series B,57,53000,910000,243000,59000,159000,-102000,-261000,-84000,-224000,300000,769000,251000,345000,5940000000,400000,8,-550.94,10
95,1,9,29,1,7,2.2,series B,35,134000,1450000,2675000,2348000,2522000,-205000,-286000,-259000,-428000,828000,1734000,-662000,-916000,2840000000,1450000,18,783.58,5
58,4,1,33,1,7,0.0,series B,59,12000,3420000,997000,881000,997000,-174000,6467,117000,10000,374000,571000,2672,13000,120000000,300000,9,-8.33,12
61,5,1,23,1,19,4.6,series B,172,21000,2240000,536000,183000,377000,-582000,-449000,-559000,-438000,399000,280000,175000,-262000,5660000000,1050000,9,1347.62,10
36,3,1,18,1,10,0.0,series B,96,1384000,2550000,13000,18000,13000,-9162,-114000,-7276,-115000,541000,893000,428000,723000,76980000000,900000,8,47.76,7
55,3,2,81,1,5,0.0,series B,30,201000,3500000,201000,43000,201000,-384000,-553000,-396000,-540000,1574000,1099000,1491000,951000,34530000000,1000000,6,-373.13,6
71,2,1,66,1,5,0.0,series B,45,910000,2000000,1719000,751000,1037000,16000,-296000,9487,-310000,828000,2796000,372000,2062000,382040000000,2000000,9,-126.59,7
89,5,1,57,1,19,2.0,series B,209,1512000,2580000,2350000,178000,777000,-245000,-276000,-16000,-304000,716000,2429000,629000,2074000,210000000,2000000,6,-37.17,5
356,3,1,25,2,5,2.0,series B,77,1106000,1190000,2452000,2022000,3315000,-150000,-290000,-140000,-350000,2266000,14372000,1481000,12715000,1290000000,700000,15,-1049.64,12
40,3,3,31,1,11,2.0,series B,117,10000,1920000,36000,19000,18000,-178000,-164000,-190000,-188000,751000,600000,262000,74000,1839999999,1700000,5,-640.0,12
72,7,1,46,1,17,0.0,series B,69,11000,1515000,141000,14000,62000,-260000,-147000,-129000,-80000,23000,332000,-63000,221000,76980000000,1000000,5,-1909.09,6
25,3,1,131,1,8,0.0,series B,18,106000,740000,320000,52000,167000,-66000,-95000,-38000,-57000,144000,612000,103000,551000,280000000,740000,5,-419.81,4
106,4,1,24,1,8,2.0,series B,55,21000,2000000,349000,84000,90000,-83000,-226000,-84000,-232000,239000,1144000,121000,988000,67979999999,500000,5,-4604.76,4
63,3,1,32,2,12,0.0,series B,22,53000,3080000,262000,15000,123000,-231000,-527000,-221000,-931000,739000,2403000,727000,-2185000,990000000,2080000,5,4222.64,7
109,2,3,78,2,10,0.0,series B,24,7167,4600000,9495000,197000,2566000,-5472,-379000,-3606,-374000,67000,868000,1394,377000,3450000000,4000000,3,-5160.22,12
259,4,1,18,1,22,0.0,series B,393,47000,24060000,4059000,191000,958000,-858000,-2099000,-816000,-2356000,3772000,13696000,3526000,10743000,77820000000,6750000,4,-22757.45,6
88,5,3,45,1,8,2.0,series B,38,560000,14200000,11139000,2883000,8288000,331000,5638000,269000,4691000,3278000,10513000,1814000,6633000,76980000000,1990000,5,-1084.46,12
52,2,2,99,1,6,0.0,series B,34,76000,1600000,3599000,145000,1759000,-66000,-153000,-67000,-158000,101000,737000,-7120,333000,12760000000,1100000,3,-338.16,12
30,3,1,16,1,16,2.0,series B,30,147000,6180000,100000,100000,100000,-210000,-670000,-201000,-616000,1284000,3786000,1241000,3681000,990000000,1590000,5,-2404.08,7
31,2,1,41,1,15,3.1,series B,90,199000,2150000,44000,15000,8191,-356000,-537000,-344000,-710000,925000,1376000,911000,-2013000,7340000000,1150000,8,1111.56,5
17,2,6,27,2,3,2.4,series B,4,34000,137000,443000,435000,443000,30000,37000,30000,35000,747000,877000,560000,595000,22270000000,80000,8,-1650.0,3
37,4,1,71,1,8,3.0,series B,119,53000,835000,263000,185000,263000,-43000,-52000,-45000,-55000,1017000,941000,824000,768000,1610000000,530000,11,-1349.06,5
2,2,1,33,1,4,2.0,series B,18,44000,620000,5460,35000,4621,-143000,-58000,-144000,-22000,248000,170000,-859000,-882000,33120000000,320000,13,2104.55,4
41,2,3,30,1,9,2.1,series B,61,447000,1460000,35000,22000,26000,-392000,-406000,-384000,-383000,3693000,3326000,3518000,3146000,7340000000,960000,12,-603.8,6
32,1,1,17,1,1,0.0,series B,40,407000,360000,1464000,1548000,1551000,25000,46000,22000,29000,1114000,930000,150000,178000,76980000000,360000,29,56.27,7
16,1,1,100,1,1,2.2,series B,1,150000,1000000,44000,25000,38000,-149000,-324000,-157000,-319000,584000,1288000,279000,982000,7340000000,1000000,8,-554.67,4
24,6,1,21,1,25,3.0,series B,214,168000,2230000,10000,309000,10000,-268000,-562000,-197000,-440000,936000,557000,26000,-413000,6160000000,480000,11,345.83,8
14,4,1,255,1,11,0.0,series B,113,90000,940000,722000,615000,1231000,-429000,-633000,-412000,-678000,757000,376000,645000,4740,111640000000,500000,8,94.73,12
61,2,1,28,1,5,5.3,series B,102,20000,600000,940000,559000,806000,-128000,-33000,-151000,1905,682000,707000,557000,561000,170000000,500000,13,-2705.0,7
157,3,1,46,1,9,0.0,series B,28,10000,1700000,481000,213000,481000,-52000,-146000,-70000,-100000,821000,932000,614000,514000,660000000,1000000,5,-5040.0,2
21,1,3,29,1,3,2.4,series B,4,56000,630000,743000,598000,644000,61000,16000,50000,2787,843000,1019000,246000,395000,778,400000,10,-605.36,6
48,2,1,33,1,4,2.0,series B,42,410000,1400000,2128000,1753000,1374000,-143000,-296000,-193000,-344000,3266000,2908000,1466000,1221000,1160000000,800000,34,-197.8,5
82,2,2,45,1,3,0.0,series B,3,10000,2315000,1500000,664000,1373000,-46000,21000,-44000,7106,838000,2553000,347000,1656000,660000000,1850000,8,-16460.0,7
77,2,4,14,1,2,0.0,series B,2,9966,1250000,630000,520000,630000,70000,50000,20000,50000,430000,460000,290000,350000,19770000000,1000000,10,-3411.94,6
25,4,3,28,2,7,0.0,series B,8,7690,850000,85000,56000,85000,-70000,-90000,-42000,-64000,34000,190000,-9340,146000,1190000000,600000,5,-1798.57,10
34,1,6,18,1,5,2.0,series B,34,7012,800000,870,3260,870,-27000,-61000,-27000,-66000,381000,587000,214000,420000,180670000000,800000,6,-5889.73,8
33,4,3,19,1,4,4.5,series B,4,31000,650000,315000,331000,251000,-43000,-96000,-40000,-85000,788000,695000,510000,425000,66320000000,200000,9,-1270.97,1
93,3,1,33,1,12,0.0,series B,12,403000,7640000,3524,185000,3524,-1024000,-2836000,-2569000,-6222000,3992000,9057000,-303000,-3641000,7340000000,5000000,5,1003.47,6
111,5,1,24,1,8,0.0,series B,153,2125,3952000,2923000,2473000,3606000,65000,-810000,42000,-772000,675000,3319000,600000,3169000,120000000,3342000,10,-149029.41,12
5,5,1,50,1,8,2.0,series B,180,11000,740000,523000,612000,523000,-320000,-312000,-329000,-318000,604000,253000,359000,41000,57010000000,600000,11,-272.73,10
339,2,1,17,1,5,0.0,series B,5,5093000,4680000,47515000,63150000,62235000,55803000,46874000,52820000,67150000,85344000,140000000,63869000,120000000,180670000000,3680000,20,-2256.18,5
130,4,1,28,1,11,2.2,series B,59,1252000,1760000,1101000,247000,716000,-610000,-873000,-822000,-843000,4939000,4386000,4144000,3399000,180670000000,270000,8,-171.49,8
58,2,1,70,1,6,3.1,series B,54,132000,1600000,1009000,922000,1151000,-777000,-811000,-970000,-920000,2401000,1585000,480000,498000,7190000000,1300000,8,-277.27,12
2,3,2,88,1,5,3.0,series B,19,199000,720000,73000,78000,73000,11000,1295,10000,-700,25000,23000,-51000,-51000,92,300000,11,125.63,8
36,4,2,39,1,6,2.0,series B,36,1269000,1200000,552000,300000,362000,-9563,7847,-10000,9197,298000,318000,23000,32000,50383000,300000,11,97.48,4
56,2,7,11,1,7,0.0,series B,35,291000,1600000,193000,114000,146000,-112000,-222000,-188000,-230000,409000,896000,6036,424000,20770000000,850000,23,-45.7,8
60,2,1,25,2,9,0.0,series B,42,50000,2200000,623000,844000,468000,-211000,-411000,-159000,-410000,1314000,1252000,536000,257000,16490000000,1500000,4,-414.0,6
6,2,3,95,1,6,2.4,series B,21,10000,1010000,4774,43000,12000,-56000,-16000,-55000,-32000,247000,315000,27000,115000,69640000000,1000000,9,-1050.0,8
164,2,3,15,1,3,0.0,series B,3,345000,1160000,1442000,800000,973000,311000,144000,310000,112000,982000,3007000,405000,903000,180670000000,660000,7,-161.74,4
55,1,3,39,1,5,0.0,series B,5,5000,1870000,182000,116000,182000,1787,-33000,9715,29000,71000,99000,12000,41000,76980000000,1870000,5,-720.0,12
31,3,3,23,1,6,2.2,series B,39,76000,670000,951,24000,26000,-77000,-136000,-75000,-135000,175000,203000,69000,56000,3640000000,500000,7,26.32,12
55,2,3,24,1,6,0.0,series B,8,70000,1200000,257000,22000,49000,-70000,-9030000,-61000,-85000,171000,187000,169000,83000,44010000000,1000000,4,-18.57,7
93,1,0,32,1,3,2.9,series B,27,461000,3500000,2199000,1114000,1571000,-119000,80000,-154000,63000,2519000,2699000,979000,1043000,22950000000,3500000,13,-126.25,5
21,2,3,54,1,2,4.7,series B,2,357000,524000,70000,134000,390000,-126000,177000,-123000,174000,136000,206000,-373000,30000,69640000000,234000,18,91.6,8
37,4,3,5,1,19,2.0,series B,28,10000,3730000,704000,252000,300000,21000,31000,17000,33000,80000,118000,52000,86000,26739999999,2780000,9,-760.0,5
99,2,2,62,1,3,0.0,series B,4,25000,1000000,1328000,394000,646000,-162000,-334000,-162000,-317000,761000,1949000,302000,449000,9049300,1000000,5,-1696.0,4
17,1,0,29,1,8,0.0,series B,74,224000,1700000,0,0,0,-222000,-262000,-184000,-213000,404000,1925000,343000,1830000,7290000000,1700000,5,-716.96,7
30,4,1,36,1,18,2.4,series B,172,440000,2250000,15000,0,10000,-345000,-733000,-1282000,-1330000,1870000,1510000,164000,1117000,7290000000,600000,8,-153.86,9
31,3,1,33,1,7,2.0,series B,77,747000,800000,10000,0,10000,-284000,-417000,-269000,-416000,532000,1454000,428000,1338000,20770000000,450000,6,-79.12,7
44,4,2,111,1,13,4.8,series B,122,105000,2092000,896000,1455000,1053000,-798000,-671000,-1109000,-1066000,1210000,318000,232000,-889000,1270000000,1040000,6,946.67,12
38,4,1,25,1,9,0.0,series B,76,126000,1040000,916000,535000,916000,-156000,-151000,-212000,-153000,606000,461000,306000,153000,2660000000,640000,17,-21.43,9
35,3,4,60,1,5,3.3,series B,19,668000,1460000,889000,335000,617000,-116000,-177000,-230000,-338000,156000,435000,-1277000,-1079000,17140000000,400000,13,261.53,12
22,3,4,49,2,4,3.5,series B,96,243000,630000,2027000,1273000,2726000,-145000,119000,-167000,34000,547000,2009000,-114000,-80000,16490000000,450000,15,132.92,8
11,2,12,58,1,7,7.7,series B,35,290000,1440000,975,13000,316,-65000,-50000,5144,-52000,171000,398000,87000,290000,20770000000,1140000,7,0.0,8
22,3,1,39,1,9,2.7,series B,47,66000,1040000,155000,62000,153000,-30000,14000,-53000,4323,125000,140000,1749,6073,3177000,800000,11,90.8,4
21,3,1,20,1,12,0.0,series B,81,16000,2400000,53000,0,53000,-72000,-50000,-78000,369000,484000,915000,450000,830000,880000000,2000000,6,-5087.5,4
112,4,0,64,1,6,0.0,series B,44,38000,3600000,1816000,1041000,1095000,280000,203000,254000,78000,1660000,3976000,682000,2757000,77820000000,1500000,10,-7155.26,2
78,6,2,8,1,9,0.0,series B,40,18000,1550000,1032000,284000,276000,-87000,-141000,-63000,-103000,205000,284000,127000,273000,26650000000,1000000,9,-1416.67,12
32,7,2,64,1,14,0.0,series B,125,25000,1520000,1311000,805000,1311000,-103000,-113000,-108000,-115000,411000,744000,113000,97000,20270000000,600000,9,-288.0,12
26,3,1,81,1,7,0.0,series B,35,15000,1100000,20000,20000,18000,-245000,-290000,-247000,-290000,498000,393000,265000,144000,993710000000,300000,9,-860.0,10
