고용인원,투자유치횟수,서비스/제품 수,연간 퇴사율,공동 창업자 수,총 투자자 수,특허기술 평균등급,최종투자단계,투자점수,자본금(만원),누적투자유치금액(만원),연매출(만원),매출액_2020(만원),매출액_2021(만원),영업이익_2020(만원),영업이익_2021(만원),순이익_2020(만원),순이익_2021(만원),자산_2020(만원),자산_2021(만원),자본_2020(만원),자본_2021(만원),2022기준 시장규모(만원),최근투자유치(만원),년차,자본잠식률,주소 점수
88,3,3,65,1,10,0.0,series C,90,25000,2790000,3335000,3625000,3335000,-24000,-529000,-7603,-342000,3390000,4660000,23000,25000,31060000000,2080000,7,0.0,10
73,4,1,17,3,4,0.0,series C,46,66000,2800000,1481000,514000,1481000,296000,750000,260000,656000,1290000,2743000,1193000,2118000,2565000,1000000,5,-3109.09,7
114,5,1,27,1,22,0.0,series C,357,34000,4600000,2179000,76000,2179000,-108000,1095000,-59000,1005000,498000,5856000,442000,4110000,610000000,1000000,5,-11988.24,12
78,7,6,59,1,18,3.5,pre-IPO,148,280000,3550000,1010000,382000,1010000,-436000,-499000,-1379000,-3761000,718000,2607000,-2657000,-6214000,180000000,1850000,9,2319.29,10
75,4,1,52,1,11,4.3,series C,117,2362,2400000,2972000,1082000,2972000,-330000,351000,-329000,391000,703000,2427000,369000,2162000,1060000000,1400000,8,-91432.6,12
17,2,3,30,1,2,3.2,series C,2,858000,1700000,3323000,1861000,3323000,-299000,244000,-377000,169000,6951000,7416000,540000,988000,1130000000,1000000,7,-15.15,10
24,5,1,81,1,13,0.0,series C,53,10000,1300000,95000,6184,95000,-58000,-139000,222000,127000,350000,1265000,223000,860000,610000000,700000,5,-8500.0,7
92,4,4,25,2,9,0.0,series C,38,1000,1851000,1421000,775000,1421000,40000,35000,86000,78000,370000,1017000,91000,214000,16490000000,250000,5,-21300.0,8
87,5,1,34,1,7,2.3,pre-IPO,9,573000,1570000,19000,9977,19000,-397000,-708000,-442000,-744000,835000,932000,-146000,-101000,1130000000,500000,11,117.63,7
99,2,1,21,1,8,2.8,series C,8,2025000,6800000,11216000,4042000,11216000,-131000,181000,-189000,8954,9482000,9993000,6677000,6686000,690000000,5000000,10,-230.17,6
72,2,1,13,1,3,2.8,pre-IPO,28,842000,3650000,896000,542000,896000,-134000,-103000,-140000,-784000,1143000,6385000,661000,4788000,160000000,2650000,12,-468.65,5
91,3,2,26,1,10,2.6,series C,52,532000,3500000,379000,424000,379000,-671000,-590000,-964000,-593000,744000,659000,-813000,302000,34530000000,1700000,6,43.23,7
23,3,3,44,1,9,2.9,pre-IPO,82,403000,21900000,136000,8935,136000,-6910000,-7567000,-1123000,-1697000,22916000,25110000,18130000,13832000,194880000000,5900000,9,-3332.26,6
57,3,1,24,1,16,4.9,pre-IPO,191,675000,3770000,31000,60000,31000,-709000,-889000,-648000,-1479000,4480000,6787000,4154000,2762000,140000000,1970000,14,-309.19,5
58,2,1,49,2,2,5.7,series C,41,23000,700000,826000,962000,826000,153000,-153000,161000,-130000,1348000,1214000,1310000,1180000,472670000000,600000,16,-5030.43,7
108,5,1,52,1,7,0.0,series D,7,8908000,34510000,11565000,7767000,11565000,-1128000,-2615000,-2921000,-1215000,31327000,59604000,16997000,30312000,890000000,14000000,7,-240.28,6
236,4,4,30,1,4,4.0,series C,100,70000,35240000,3234000,2726000,3234000,192000,98000,123000,58000,2088000,1952000,885000,944000,37215000,3000000,19,-1248.57,9
27,1,3,55,1,1,0.0,pre-IPO,1,31000,2000000,235000,18000,235000,-33000,-6626,-26000,14000,75000,228000,-15000,10000,8470000000,1500000,6,67.74,10
52,6,1,36,1,21,2.0,series C,139,21000,3940000,401000,412000,401000,28000,-134000,15000,-143000,1224000,2516000,594000,1839000,720000000,2000000,9,-8657.14,5
697,5,1,47,2,13,2.3,series D,53,4765000,35400000,22767000,15994000,22767000,-2772000,-3991000,-2731000,-3771000,8515000,10212000,1232000,235000,33760000000,14500000,8,95.07,10
279,7,3,25,1,21,4.8,series C,82,5492000,10970000,398000,516000,398000,-1324000,-2616000,-1326000,-2676000,2960000,4609000,2110000,3490000,16619999999,5760000,9,36.45,10
31,6,1,19,1,17,0.0,series C,152,7021,2842000,221000,135000,221000,-401000,-128000,-429000,62000,300000,348000,277000,339000,1470000000,500000,9,-4728.37,6
80,5,1,20,1,22,2.4,series D,74,1453000,7150000,1311000,701000,1311000,-635000,-454000,-3925000,-745000,8425000,8054000,-3722000,-2157000,8860000000,2000000,6,248.45,2
267,6,4,44,1,24,0.0,series D,110,426000,17200000,9085000,7707000,9085000,-503000,-1127000,-905000,-1752000,4437000,9396000,1134000,4538000,17140000000,5000000,9,-965.26,12
88,5,2,100,1,8,0.0,series C,68,44000,2440000,5803000,426,5803000,-1593000,-2717000,-1582000,-2779000,800000,-1400000,1375000,613000,25900000000,2000000,11,-1293.18,12
54,5,1,94,1,10,4.1,series C,127,908000,1080000,1298000,1118000,1298000,-325000,-232000,-639000,-391000,516000,508000,-2021000,-2325000,730000000,800000,8,356.06,10
323,6,1,69,1,17,0.0,series D,69,14000,9100000,11367000,8992000,11367000,-727000,-1212000,-572000,-1571000,9264000,8270000,7190000,5630000,2020000000,3500000,9,-40114.29,12
168,7,4,46,2,13,3.1,series D,69,3379000,9280000,4630000,6174000,4630000,540000,-1597000,550000,-1932000,11764000,9390000,9291000,7412000,3529999999,3000000,15,-119.35,12
34,6,1,35,2,21,2.0,series C,244,170000,2060000,54000,63000,54000,-70000,-180000,-63000,-156000,538000,494000,517000,460000,710000000,1020000,9,-170.59,6
120,4,2,153,1,5,0.0,series D,19,30000,11700000,12278000,8449000,12278000,781000,627000,633000,917000,13300000,18918000,4726000,5803000,32180000000,4500000,22,-19243.33,1
152,9,1,31,2,27,0.0,series C,648,15000,25078000,2187000,1709000,2187000,146000,158000,137000,173000,412000,623000,228000,401000,4550000000,11180000,11,-2573.33,12
181,5,0,82,1,22,0.0,series C,159,111000,8810000,1576000,889000,1576000,-359000,-565000,-366000,-588000,809000,9144000,355000,8009000,660000000,5040000,4,-7115.32,8
59,4,1,25,1,20,0.0,pre-IPO,78,131000,5900000,442000,303000,442000,-894000,-1073000,-1199000,-1977000,2852000,4987000,-3604000,3560000,194880000000,3000000,9,-2617.56,5
299,1,3,59,1,1,2.4,series D,15,1000000,5000000,862000,669000,862000,-10756000,-5737000,-5889000,-6107000,21186000,26904000,12970000,17770000,25480000000,5000000,7,-1677.0,6
56,4,1,38,1,9,0.0,series C,135,104000,2360000,219,50,219,-336000,-442000,-326000,-424000,535000,1570000,517000,1557000,34530000000,400000,3,-1397.12,12
12,5,0,197,2,13,3.3,pre-IPO,56,660000,4120000,75000,31000,75000,-1309000,-1583000,-1765000,-2619000,930000,2280000,-4800000,-1447000,194880000000,1200000,23,319.24,0
75,6,1,42,1,12,4.0,series C,78,3072,6930000,140000,247000,140000,-135000,-326000,-148000,-325000,597000,4418000,354000,4139000,14219999999,4530000,9,-134633.07,7
194,3,1,43,1,12,0.0,series C,50,646000,6990000,4361000,2614000,4361000,-256000,-321000,-266000,-417000,6647000,8860000,4875000,5131000,2130000000,2000000,7,-694.27,12
75,5,0,13,1,14,2.4,pre-IPO,15,136000,6680000,138000,63000,138000,-311000,-438000,-335000,-443000,1059000,2358000,477000,1882000,580000000,2530000,14,-1283.82,5
40,7,2,88,2,12,2.0,series C,255,65000,1582000,475000,269000,475000,-562000,-321000,-611000,-226000,941000,1047000,447000,521000,2810000000,1000000,9,-701.54,12
143,2,1,36,1,3,0.0,series C,17,251000,3600000,6350000,4484000,6350000,356000,176000,300000,155000,7054000,6788000,4853000,5017000,1950000000,3500000,14,-1898.8,12
38,3,3,18,1,4,2.0,pre-IPO,28,44000,1410000,137000,201000,137000,40000,-124000,43000,-344000,215000,1072000,155000,-438000,10350000000,1300000,6,1095.45,7
59,5,1,13,1,20,2.5,series C,236,98000,2060000,127000,81000,127000,-181000,-280000,-295000,-713000,1089000,407000,1045000,335000,3970000000,160000,8,-241.84,6
48,4,2,56,1,12,2.7,series C,14,29000,2300000,492000,29000,492000,-282000,-493000,-284000,-484000,858000,808000,721000,408000,350000000,2000000,6,-1306.9,12
67,4,2,33,2,14,4.0,series C,265,4413000,2600000,3207000,2073000,3207000,-227000,-55000,-467000,-433000,1955000,2451000,-2966000,-3185000,210000000,640000,9,172.17,12
73,5,3,41,1,12,3.9,series C,109,348000,2290000,304000,157000,304000,-926000,-1274000,3310000,-3466000,6397000,5528000,5391000,3104000,10040000000,200000,12,-791.95,8
52,2,0,28,1,14,0.0,series C,28,1581000,1540000,31000,457000,31000,-478000,-626000,-607000,-678000,366000,850000,-992000,-1668000,3640000000,540000,8,205.5,4
60,3,3,67,1,9,3.3,series C,37,217000,3550000,493000,230000,493000,-166000,-40000,-179000,-44000,893000,1586000,118000,774000,390000000,2500000,14,-256.68,5
17,9,1,234,1,23,4.0,series C,122,60000,5798000,4795000,2941000,4795000,-495000,-995000,-587000,-1014000,3457000,4044000,511000,337000,3500000000,3000000,7,-461.67,1
126,2,2,68,1,2,0.0,pre-IPO,1,451000,11500000,53549000,40442000,53549000,9745000,5270000,7250000,4682000,36579000,43109000,33577000,38281000,69640000000,4000000,20,-8388.03,9
106,5,2,18,1,9,2.4,series C,23,242000,2840000,1638000,1386000,1638000,-21000,29000,-23000,56000,1479000,1544000,998000,1076000,8080000000,1300000,12,-344.63,12
40,6,1,16,1,22,2.5,series D,108,372000,4140000,21000,2208,21000,-297000,-300000,-1699000,-715000,468000,1232000,-2854000,-3583000,8030000000,1000000,12,1063.17,5
3,4,1,66,1,13,0.0,series C,387,10000,1220000,139000,460000,139000,-41000,-75000,-44000,-70000,132000,64000,102000,32000,650000000,400000,8,-220.0,12
111,3,1,57,1,8,0.0,series C,56,392000,1600000,1950000,911000,1950000,-440000,-94000,-461000,-120000,786000,2120000,320000,254000,6570000000,200000,6,35.2,8
201,3,1,26,1,5,5.0,pre-IPO,6,1095000,14280000,21418000,15521000,21418000,-95000,-577000,196000,-678000,24344000,32859000,14349000,18458000,46238000,1680000,7,-1585.66,6
95,2,1,29,1,11,2.4,series C,30,2555000,2310000,89000,63000,89000,-423000,-568000,-716000,-1085000,381000,2221000,-1301000,-2309000,2160000000,1750000,8,190.37,0
126,5,1,31,1,10,3.6,series D,82,9844,4110000,537000,413000,537000,-352000,-946000,-602000,-1309000,3033000,1825000,2543000,1148000,76080000000,4000000,12,-11561.93,6
540,1,3,12,1,1,2.8,series E,20,2857000,80000000,100000000,70439000,100000000,3629000,4586000,5489000,5427000,220000000,270000000,87858000,93177000,25650000000,80000000,4,-3161.36,6
330,1,1,28,2,2,0.0,series C,4,1270000,600000,4302000,2632000,4302000,20000,-56000,-331000,-119000,6856000,9472000,5729000,6232000,1290000000,600000,12,-390.71,9
27,1,0,69,1,9,3.0,series C,23,304000,3620000,2887000,1826000,2887000,76000,-325000,17000,-449000,4648000,4291000,1038000,589000,22950000000,3620000,12,-93.75,2
89,4,1,28,2,23,3.7,pre-IPO,38,488000,3660000,216000,228000,216000,-351000,-736000,-308000,-698000,1046000,1475000,572000,1179000,2160000000,1060000,11,-141.6,9
77,8,1,57,1,15,3.2,series C,138,8333,4910000,3148000,816000,3148000,-74000,1360000,123000,1714000,4873000,3763000,253000,2531000,610000000,800000,8,-30273.21,7
51,5,3,94,1,20,2.6,pre-IPO,108,614000,8140000,484000,673000,484000,-803000,-1736000,-1043000,-1707000,4973000,3824000,3157000,2844000,194880000000,800000,16,-363.19,5
54,2,1,11,1,8,2.5,series C,8,76000,950000,6039,2402,6039,-289000,-435000,-290000,-430000,204000,316000,75000,249000,76080000000,100000,6,-227.63,6
420,6,1,38,1,9,3.6,series D,9,1021000,14860000,7495000,6381000,7495000,-2338000,-441000,-3930000,-1453000,12535000,20650000,428000,11891000,890000000,10000000,14,-1064.64,7
210,5,1,37,1,7,0.0,series C,36,666000,2860000,1719000,726000,1719000,-80000,-772000,-137000,-1725000,4082000,3707000,-1199000,-2027000,24280000000,500000,7,404.35,12
5,1,3,148,1,4,2.9,series D,33,2152000,4200000,52000,179000,52000,-580000,-461000,-688000,-419000,971000,856000,-471000,-782000,7759999999,4200000,10,136.34,7
90,6,2,13,1,11,4.7,series C,39,23000,4150000,131000,106000,131000,-121000,-118000,-117000,-116000,329000,1045000,314000,1028000,8130000000,500000,10,-4369.57,6
106,1,3,12,1,3,3.2,pre-IPO,4,212000,4000000,4397000,6807000,4397000,2763000,1597000,2336000,1426000,6116000,7306000,5274000,6215000,77820000000,4000000,19,-2831.6,5
87,7,1,31,1,10,2.0,series C,25,29000,11800000,698000,401000,698000,-168000,-173000,-470000,-144000,1264000,3800000,1154000,3660000,13730000000,1000000,20,-12520.69,12
42,1,3,71,2,1,3.1,pre-IPO,1,647000,1800000,55000,66000,55000,-536000,-563000,-523000,-582000,1216000,3115000,1106000,2988000,43910000000,1800000,26,-361.82,5
76,5,1,28,1,26,0.0,series C,146,29000,4850000,528000,702000,528000,-622000,-472000,-629000,-481000,593000,1687000,229000,1575000,1190000000,2200000,7,-5331.03,9
56,7,1,10,1,10,3.3,series C,161,429000,2000000,13000,14000,13000,-264000,-363000,-267000,-684000,777000,712000,657000,-890000,20770000000,1500000,6,307.46,6
46,3,3,35,1,12,2.0,series C,98,394000,2725000,600000,400000,600000,-682000,-684000,-673000,-701000,395000,1261000,155000,1004000,80810000000,535000,7,-154.82,12
88,5,1,20,2,16,4.0,pre-IPO,17,1000000,24130000,560000,1101000,560000,-2287000,-3063000,-7593000,-15074000,5942000,17986000,-11236000,17043000,194880000000,16050000,6,-1604.3,7
78,8,0,53,1,10,2.0,series D,97,9122000,20600000,230000,14,230000,-582000,-542000,-773000,-1588000,2778000,2451000,-793000,-138000,22170000000,17500000,7,101.51,7
112,4,2,13,1,6,0.0,pre-IPO,36,2241000,9370000,5116000,3580000,5116000,-828000,-928000,-838000,-975000,5123000,3526000,4145000,2876000,10340000000,2000000,8,-28.34,7
48,1,3,48,1,3,0.0,series C,17,1744000,1500000,971000,62000,971000,-424000,-470000,-447000,-504000,909000,1659000,33000,878000,22270000000,1500000,9,49.66,3
403,2,1,79,1,3,2.2,pre-IPO,23,97000,1130000,2764000,2710000,2764000,129000,-309000,148000,-329000,1196000,2044000,-106000,-172000,16619999999,1100000,3,277.32,7
88,5,3,8,1,8,2.1,series C,60,211000,4750000,518000,108000,518000,-849000,-1105000,-1872000,-1374000,1029000,3609000,-2673000,2055000,720000000,300000,6,-873.93,12
42,8,1,73,1,22,4.9,series D,126,962000,3550000,2315000,1862000,2315000,-1420000,-766000,-941000,-531000,5790000,5254000,1786000,1534000,34530000000,1400000,13,-59.46,6
1221,1,1,18,1,1,4.0,series D,1,512000,50000000,56143000,54555000,56143000,-976000,-6936000,-2962000,-6688000,99922000,94407000,45669000,36482000,1190000000,50000000,5,-7025.39,8
14,3,3,52,1,16,3.2,series C,78,52000,2380000,1362,600,1362,-632000,-1129000,-1566000,-1504000,710000,501000,-2440000,-3926000,194880000000,1250000,7,7650.0,8
102,5,3,32,1,7,0.0,series C,8,3014,5930000,95000,49000,95000,-438000,-599000,-432000,-590000,764000,349000,673000,82000,314940000000,4030000,7,-2620.64,6
123,4,3,33,1,10,2.3,series C,190,79000,2000000,295000,614000,295000,66000,-242000,53000,-225000,1915000,2795000,1889000,1595000,34530000000,1500000,18,-1918.99,12
396,6,1,49,1,29,0.0,series D,132,216000,23500000,9010000,3965000,9010000,-1097000,-2237000,-1104000,-2137000,1907000,5310000,877000,2450000,35570000000,16000000,5,-1034.26,7
122,3,4,59,1,16,2.0,pre-IPO,46,84000,2060000,1086000,709000,1086000,30000,23000,26000,3071,540000,1744000,173000,336000,4120000000,2060000,11,-300.0,9
370,7,1,54,2,23,4.0,series D,104,603000,30400000,19932000,12713000,19932000,-4605000,-5285000,-6701000,-6358000,11607000,45021000,1767000,32338000,60040000000,20000000,7,-5262.85,5
92,6,1,40,1,26,3.8,series C,553,83000,7880000,1078,2727,1078,-455000,-904000,-1719000,-3233000,2909000,6536000,-1751000,-4887000,2160000000,4350000,9,5987.95,7
83,3,4,15,1,13,2.4,pre-IPO,142,1864000,3350000,909000,316000,909000,-71000,106000,-70000,121000,923000,2721000,441000,2062000,68380000,1400000,8,-10.62,5
116,1,1,39,1,2,0.0,series C (추정),2,3233000,7000000,12030000,10713000,12030000,613000,2201000,-283000,986000,15097000,22311000,10414000,14571000,305080000000,7000000,27,-350.7,12
493,2,0,14,2,2,2.2,series D,2,433000,2031000,2720000,2583000,2720000,-1012000,-1301000,-979000,-2027000,4685000,3261000,2848000,904000,24280000000,2000000,20,-108.78,6
15,2,1,32,1,5,4.4,series C,24,203000,700000,88000,31000,88000,-567000,-208000,-85000,-206000,326000,689000,270000,624000,194880000000,400000,24,-207.39,5
71,2,3,20,1,2,0.0,pre-IPO,2,1366000,3500000,3623000,700000,3623000,-1198000,-212000,-303000,1755000,3882000,5116000,3366000,4781000,24280000000,500000,9,-250.0,6
100,3,9,22,1,12,4.9,pre-IPO,189,568000,3000000,1588000,868000,1588000,-171000,-426000,-538000,-522000,4227000,5571000,3722000,3835000,12440000000,1100000,14,-575.18,5
173,2,4,28,2,2,2.7,series D,2,35000,6910000,26415000,22418000,26415000,957000,2036000,721000,266000,35319000,38513000,24404000,25664000,69640000000,4000000,14,-73225.71,7
22,4,0,100,1,23,2.0,series C,102,111000,7280000,0,0,0,-489000,-695000,-466000,-675000,3772000,3940000,3660000,3815000,194880000000,3830000,6,-3336.94,6
146,4,1,34,1,11,2.0,series D,194,25000,23940000,1269000,682000,1269000,-2369,170000,17000,163000,149000,530000,20000,193000,2720000000,3200000,3,-672.0,12
23,4,12,36,1,18,4.0,pre-IPO,147,5543000,6310000,0,0,0,-694000,-1064000,-1508000,-101000,1075000,3800000,-2722000,829000,194880000000,3900000,10,85.04,7
84,6,1,21,2,20,2.7,series C,86,3159000,7780000,0,0,0,-493000,-1301000,-933000,-10700000,3043000,2694000,-1040000,-12699000,194880000000,5450000,7,501.99,5
72,8,1,53,1,15,3.4,series C,105,2116,3710000,391000,279000,391000,-353000,-293000,-360000,-291000,261000,1096000,-473000,867000,16490000000,1600000,11,-40873.53,12
144,7,1,34,0,15,3.6,IPO,274,130000,5872000,224000,125000,224000,-972000,-1781000,-1110000,-1934000,958000,3560000,255000,2259000,2160000000,3780000,9,-1637.69,10
201,6,1,182,1,8,2.0,IPO,62,686000,2700000,1000000,456000,1000000,-512000,-1114000,-375000,-1360000,3050000,7493000,2767000,1655000,390000000,2000000,7,-141.25,6
314,1,1,21,1,3,3.3,M&A,4,2609000,4800000,11176000,10480000,11176000,1281000,997000,1507000,542000,15415000,14926000,10946000,12100000,34530000000,4800000,29,-363.78,8
172,4,2,63,1,17,0.0,M&A,74,71000,1800000,2468000,1103000,2468000,-370000,-886000,-369000,-874000,59,1249000,188000,681000,60040000000,700000,7,-859.15,6
33,2,0,22,1,1,2.0,M&A,1,26000,170000,547000,82000,547000,-99000,-84000,-98000,-44000,146000,228000,75000,31000,15960000000,170000,4,-19.23,6
20,1,2,0,1,2,0.0,M&A,2,6844,910000,155000,71000,155000,-16000,-20000,-16000,-17000,59000,56000,51000,34000,580000000,910000,7,-396.79,10
136,2,9,18,1,3,3.6,M&A,42,249000,475000,2056000,1892000,2056000,239000,113000,126000,11000,2109000,3337000,1611000,1608000,3470000000,400000,7,-545.78,5
7,1,3,13,1,2,0.0,M&A,2,32000,1500000,0,0,0,-112000,-113000,-118000,-130000,144000,901000,50000,156000,194880000000,1500000,7,-387.5,12
22,3,1,100,1,5,3.0,M&A,43,1122,450000,335000,32000,335000,-36000,-40000,-20000,4593,12000,65000,1392,5986,67320000000,410000,6,-433.51,10
250,4,1,26,1,1,0.0,M&A,1,573000,15970000,10573000,10620000,10573000,1298000,847000,1371000,761000,16520000,19115000,14455000,16548000,24280000000,13670000,13,-2787.96,6
836,2,6,23,2,2,2.9,IPO,2,859000,300000000,250000000,240000000,250000000,27204000,15102000,10300000,43800000,819999999,1060000000,560000000,600000000,24280000000,2,12,-69748.66,8
7,4,1,12,1,6,2.4,M&A,79,68000,489000,244000,199000,244000,12000,1850,13000,1496,140000,145000,68000,70000,7750000000,200000,12,-2.94,12
185,1,1,27,1,1,0.0,M&A,2,28000,14500000,3071000,3383000,3071000,602000,518000,492000,627000,3297000,6350000,1668000,4643000,4079999999,14500000,18,-16482.14,12
694,5,1,24,1,7,0.0,IPO,36,2067000,100000000,120000000,79628000,120000000,14551000,19024000,5550000,1122000,190000000,470000000,110000000,280000000,305080000000,70000000,18,-13446.2,7
191,5,1,47,1,10,3.8,IPO,10,510000,5845000,2676000,2165000,2676000,35000,-387000,59000,-444000,6426000,8006000,5817000,5429000,53100000000,1875000,42,-964.51,12
41,1,4,84,1,1,2.0,M&A,1,55000,100000,1786000,2032000,1786000,1202000,1083000,987000,709000,3013000,3214000,2212000,2155000,16219999999,100000,20,-3818.18,12
11,3,3,59,1,9,2.9,M&A,23,228000,2660000,54000,24000,54000,-640000,-662000,-661000,-342000,995000,483000,-57000,-259000,194880000000,1060000,23,213.6,10
142,1,2,35,1,1,0.0,IPO,1,888000,2800000,7902000,2885000,7902000,-41000,1972000,-112000,1631000,14799000,17347000,6523000,8718000,8910000000,2800000,25,-881.76,7
136,5,1,19,1,0,0.0,M&A,172,805,2910000,8493000,2514000,8493000,169000,328000,160000,74000,3103000,3838000,1339000,1413000,1889999999,1900000,10,-175427.95,10
89,1,4,34,1,5,2.0,M&A,44,920000,6470000,9393000,7666000,9393000,595000,327000,450000,232000,13193000,19860000,10321000,10795000,34530000000,6470000,11,-1073.37,12
2,1,1,105,1,2,0.0,M&A,2,22000,80000,33000,55000,33000,-26000,-33000,-21000,-33000,108000,100000,51000,95000,55079999999,80000,5,-331.82,8
389,9,1,27,1,16,2.0,M&A,46,226000,14900000,40000,2506,40000,-2048000,-3210000,-2147000,-3452000,2842000,9989000,2462000,9432000,16619999999,400000,4,-4073.45,12
69,3,6,33,1,10,0.0,IPO,125,169000,3360000,8240000,4428000,8240000,-125000,314000,210000,180000,3040000,8054000,1917000,4115000,62779999999,1580000,11,-2334.91,10
50,1,1,18,1,1,0.0,M&A,1,5000,700000,1104000,916000,1104000,349000,480000,334000,425000,1402000,1898000,1198000,1624000,350000000,700000,19,-32380.0,7
89,4,1,49,1,14,2.0,M&A,248,462000,2140000,2339000,2445000,2339000,-107000,-568000,-653000,-1638000,1460000,1927000,-806000,1434000,1481000000,1400000,8,-210.39,12
22,2,1,80,1,4,3.3,M&A,27,19000,600000,62,339,62,-49000,-61000,-12000,-67000,33000,176000,-34000,98000,25650000000,50000,6,-415.79,9
1135,3,2,11,1,4,2.5,IPO,4,6650000,190000000,45864000,28437000,45864000,-1790000,-2722000,-1721000,-1073000,120000000,340000000,20413000,170000000,25650000000,1,6,-2456.39,6
1462,3,1,12,1,3,2.1,IPO,3,200000000,350000000,100000000,80415000,100000000,12255000,25693000,11363000,20412000,2660000000,3600000000,270000000,550000000,25650000000,2,7,-175.0,6
36,3,1,136,1,10,2.3,M&A,97,25000,890000,221000,249000,221000,-407000,-341000,-378000,-342000,277000,301000,-432000,-774000,173250000000,470000,7,3196.0,12
334,2,2,19,1,3,3.1,IPO,3,3781000,13000000,24418000,22632000,24418000,-1188000,484000,-1854000,-1590000,17244000,25490000,9580000,7963000,4540000000,7000000,24,-110.61,10
29,2,1,100,1,3,0.0,M&A,3,40000,800000,313000,170000,313000,-89000,28000,-85000,38000,114000,161000,92000,130000,47960000000,700000,11,-225.0,12
61,1,1,100,1,1,3.1,M&A,1,90000,4300000,28000,131000,28000,-356000,-1558000,-8386,1999000,3375000,3423000,755000,2472000,4780000000,4300000,16,-2646.67,5
132,4,1,49,1,8,2.0,M&A,23,474000,2000000,866000,584000,866000,-474000,-115000,-502000,-121000,585000,2210000,-180000,2087000,1220000000,600000,10,-340.3,10
114,5,1,67,1,12,2.3,IPO,68,304000,4643000,697000,1001000,697000,-292000,-676000,-2047000,125000,2257000,3538000,-5464000,2981000,17950000000,1813000,9,-880.59,6
16,1,1,149,2,3,0.0,M&A,29,6948,550000,563000,196000,563000,-271000,-510000,-429000,-5470000,256000,370000,-338000,-46000,60040000000,550000,5,762.06,8
17,2,1,5,1,4,0.0,M&A,73,68000,100000,195000,128000,195000,2173,11000,29000,40000,143000,211000,128000,117000,2850000000,100000,6,-72.06,12
308,2,1,42,1,4,3.6,M&A,121,737000,1220000,24259000,25793000,24259000,2482000,-2988000,1575000,-2717000,12871000,12203000,7859000,7744000,25480000000,1000000,9,-950.75,12
55,3,1,141,1,6,0.0,M&A,48,2842,172000,286000,256000,286000,-24000,-182000,-23000,-182000,433000,282000,330000,148000,160000000,170000,12,-5107.6,8
49,1,1,32,1,2,2.0,M&A,2,14000,400000,64000,11000,64000,-15000,-17000,-1914,-8614,20000,407000,8085,399000,150000000,400000,3,-2750.0,6
124,1,1,40,2,3,0.0,M&A,27,11000,1300000,2472000,2068000,2472000,43000,181000,226000,277000,2439000,2300000,-132000,1268000,660000000,1300000,9,-11427.27,12
157,1,1,20,1,0,0.0,M&A,1,997000,123,56888000,17945000,56888000,347000,1835000,714000,3580000,120000000,160000000,2122000,5946000,25650000000,1230000,3,-496.39,7
110,4,5,21,1,13,0.0,M&A,137,80000,1890000,4802000,4099000,4802000,-831000,96000,-917000,278000,1450000,2038000,166000,412000,97810000000,300000,12,-415.0,12
126,4,3,18,2,7,4.3,IPO,105,572000,3100000,147000,29000,147000,-726000,-1143000,-897000,-1231000,1556000,1996000,-1264000,185000,2160000000,1500000,8,67.66,5
1762,7,5,17,1,11,2.5,IPO,92,490000,490000000,180000000,160000000,180000000,77387000,65060000,515000,54220000,170000000,570000000,120000000,459999999,24280000000,4,16,-93777.55,12
121,1,1,38,1,1,0.0,M&A,1,1000,10000000,8057000,12068000,8057000,3344000,1039000,2967000,935000,5585000,5914000,4119000,5055000,69640000000,10000000,7,-505400.0,12
237,1,1,67,1,1,0.0,M&A,1,19000,40000000,22731000,25637000,22731000,4433000,3235000,3358000,2376000,11151000,9676000,8293000,7361000,69640000000,40000000,16,-38642.11,9
73,1,6,34,1,1,0.0,M&A,1,10000,1060000,11306000,12099000,11306000,2481000,1521000,1861000,1269000,4802000,8031000,3341000,4611000,4780000000,1060000,8,-46010.0,10
18,3,1,88,1,5,2.7,M&A,30,107000,430000,31000,10000,31000,-25000,-33000,-27000,-31000,31000,90000,13000,31000,8930000000,400000,5,71.03,12
6,1,1,183,1,2,0.0,M&A,3,8337,100000,60000,57000,60000,-45000,-26000,-45000,-19000,92000,77000,89000,69000,305190000000,100000,4,-727.64,12
62,3,4,50,1,8,0.0,M&A,70,14000,805000,383000,193000,383000,-135000,-425000,-73000,-357000,179000,494000,135000,378000,120000000,600000,5,-2600.0,12
29,1,0,92,2,2,0.0,M&A,2,540000,990000,602000,276000,602000,-35000,25000,-241000,544000,122000,345000,-860000,-16000,305190000000,990000,14,102.96,9
17,1,1,60,1,1,0.0,M&A,1,5000,2070000,698000,604000,698000,15000,11000,11000,12000,136000,161000,49000,62000,3379999999,2070000,18,-1140.0,7
6,2,2,36,1,4,0.0,M&A,42,3500,20000,0,0,0,-14000,-1863,-13000,-3326,3138,657,-43000,-46000,16490000000,10000,7,1414.29,12
12,1,3,12,1,1,0.0,M&A,1,20000,510000,433000,407000,433000,27000,16000,24000,10000,260000,231000,49000,59000,305190000000,510000,6,-195.0,9
3,3,0,0,1,1,0.0,M&A,1,11000,2810000,198000,0,198000,-36,-1922,-36,-2616,7205,379000,963,107000,35160000000,2450000,3,-872.73,9
2155,7,6,13,1,14,2.9,M&A,269,554000,50630000,200000000,100000000,200000000,-1122000,-7569000,2140000,-7314000,69728000,99546000,5592000,8018000,17140000000,36000000,13,-1347.29,7
